Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Unnamed: 61
Argentina,,,24450604877.6081,18272123664.4715,25605249381.7597,28344705966.6389,28630474727.9023,24256667553.2569,26436857247.4982,31256284543.6155,31584210365.5447,33293199095.4881,34733000536.2862,52544000116.9037,72436777342.4554,52438647921.9226,51169499890.7722,56781000100.9448,58082870156.2634,69252328953.3789,76961923741.9478,78676842366.4213,84307486836.724,103979106777.911,79092001998.032,88416668900.2596,110934442762.694,111106191358.19699,126206817196.091,76636898036.4712,141352368714.691,189719984268.485,228788617201.696,236741715015.015,257440000000.0,258031750000.0,272149750000.0,292859000000.0,298948250000.0,283523000000.0,284203750000.0,268696750000.0,97724004251.8602,127586973492.17699,164657930452.787,198737095012.28198,232557260817.308,287530508430.568,361558037110.419,332976484577.61896,423627422092.49,530163281574.65796,545982375701.128,552025140252.246,526319673731.63794,584711485367.2671,545866164478.053,
Antigua and Barbuda,,,,,,,,,,,,,,,,,,77496740.7407407,87879333.3333333,109079962.962963,131431037.03703701,147841740.74074098,164369296.296296,182144111.11111102,208372851.851852,240923925.92592597,290440148.148148,337174851.851852,398637740.740741,438794777.77777797,459469074.07407403,481706333.333333,499281148.14814806,535172777.777778,589429592.592593,577280740.740741,633730629.62963,680617111.111111,727860592.592593,766198925.925926,825405518.518518,795976518.518518,809754481.481482,850218592.592592,913710370.3703699,1014979666.66667,1149025481.4814801,1302388925.92593,1359733555.5555599,1217719666.6666698,1147942222.22222,1141865444.4444401,1216045777.77778,1195885111.11111,1274330333.3333302,1355645888.88889,1449160185.18519,
Belize,28071888.562228803,29964370.7125857,31856922.8615428,33749405.0118998,36193826.1234775,40069930.0699301,44405594.40559439,47379310.3448276,44910179.6407186,47305389.221556894,53233532.934131704,59207317.07317071,66062500.0,78343558.28220859,103216374.269006,118066298.342541,96905829.5964126,117650000.0,136300000.0,151800000.0,194750000.0,192900000.0,179250000.0,189000000.0,210900000.0,209150000.0,227850000.0,276550000.0,314900000.0,363150000.0,413050000.0,444720750.0,518239100.0,559858250.0,580863700.0,620140400.0,641383800.0,654314350.0,688992450.0,732732350.0,832072450.0,871860600.0,932551850.0,990374050.0,1057845500.0,1114222550.0,1217467600.0,1290573400.0,1368625150.0,1336957250.0,1397113450.0,1486712300.0,1573618750.0,1613705850.0,1706497950.0,1742545900.0,1765256400.0,
Bolivia,563110051.920733,612518906.826491,669722541.277818,721142957.311474,812543072.505384,908874537.0370369,994044553.8720539,1084059814.81481,908874537.0370369,964615698.6531991,1017171717.1717199,1095454545.45455,1257615644.9793198,1263018490.7546198,2100249875.06247,2404697651.1744103,2732083958.02099,3227436281.85907,3758220889.55522,4421343606.18135,4537487842.57749,5891606676.18271,5594118400.16731,5422656261.71049,6169481549.374821,5377277406.71638,3959379487.6064,4347956298.51327,4597615562.66594,4715978868.216129,4867582620.20708,5343274311.56789,5643893347.00679,5734676560.92471,5981244886.917,6715220507.05164,7396966657.470541,7925673448.41368,8497545598.08352,8285075872.27307,8397912509.09679,8141537937.61068,7905485216.17852,8082364868.39357,8773451738.911291,9549077869.10651,11451869164.7112,13120159975.5451,16674324634.2373,17339992165.2422,19649631308.1648,23963033443.8518,27084497539.7974,30659338929.0883,32996187988.4226,33000198263.3864,33806395513.7482,
Brazil,15165569912.5199,15236854859.469,19926293839.0163,23021477292.2093,21211892259.9904,21790035117.19,27062716577.9111,30591834053.9653,33875881876.3672,37458898243.8609,42327600098.2412,49204456700.4516,58539008786.3684,79279057730.82901,105136007528.76,123709376567.89,152678020452.829,176171284311.76102,200800891870.16397,224969488835.18103,235024598983.26102,263561088977.129,281682304161.041,203304515490.795,209023912696.839,222942790435.29898,268137224729.722,294084112392.66,330397381998.489,425595310000.0,461951782000.0,602860000000.0,400599250000.0,437798577639.752,558111997497.263,785643456467.255,850425828275.793,883199443413.729,863723395088.3241,599388879704.634,655421153320.579,559372502338.237,507962741819.919,558320116997.075,669316239316.239,891629970423.9241,1107640325472.35,1397084381901.29,1695824517395.57,1667019605881.76,2208871646202.82,2616201578192.25,2465188674415.03,2472806919901.67,2455993200170.0,1803652649613.75,1796186586414.45,
Barbados,,,,,,,,,,,,,,,,,,,,,1012264035.9383401,1114104641.92324,1164059789.75045,1235775210.8196099,1347033586.8008199,1409740726.1551,1547790025.47984,1704440882.93392,1812891396.4731102,2006394477.47387,2012302519.5212398,2020744653.61842,1957168343.5437398,2063267995.73752,2151285060.4914103,2261996995.18515,2411846465.43502,2549260575.0703897,2874413287.26735,3012021852.2502,3121619807.97687,3116632412.98352,3169612598.3333397,3274856571.16604,3514370691.25563,3897467233.85757,4303275572.40197,4546115388.40716,4595264650.0,4601250000.0,4446800000.0,4358900000.0,4332150000.0,4371200000.0,4352700000.0,4421800000.0,4587550000.0,
Canada,41093453544.9096,40767969453.696,41978852041.4426,44657169109.22401,48882938810.2204,53909570342.16901,60358632035.1532,64768831262.1761,70759031841.7237,77887510241.7083,87896095224.4234,99271961477.5203,113082820992.019,131321859214.07901,160408697648.262,173834029787.65198,206575564401.62302,211612156934.65,218632867449.81198,243072102185.41898,273853826377.01,306214863624.99,313506525087.136,340547711781.889,355372558103.62103,364756499450.75104,377437927311.983,431316742081.448,507354351182.25397,565055743243.2429,593929550908.468,610328183643.188,592387689252.916,577170761956.438,578139279437.61,604031623433.401,628546387972.131,652825364726.275,631813279406.808,676082654640.91,742293448252.643,736379777892.562,757950678646.53,892380986367.854,1023196003074.56,1169357979864.66,1315415197461.21,1464977190205.75,1549131208997.19,1371153004986.44,1613464422811.13,1788647906047.76,1824288757447.57,1842628005830.18,1792883225804.38,1552807652015.37,1529760492201.35,
Chile,4110000000.0,4609727272.72727,5416272727.27273,5668187500.0,5982347826.08696,6026593750.0,7072641025.641029,7013196078.431371,7167086956.521741,8377093023.25581,9126309734.513279,10884114754.0984,11853817307.6923,16836261173.1844,16210404183.5358,7622217352.342159,10341925249.0421,13962893421.5413,15989933708.1491,21803696985.2349,29036709871.7949,34509878043.5897,25325893205.657,20355959237.2128,19622527479.6913,17702885393.5099,18891048818.7426,22255407684.6999,26040229793.0697,29885685142.9107,33113887817.9731,37834793730.3133,45964327558.8836,49297773130.1185,57008425295.8256,73447063319.3034,78039572221.6024,84952360922.4679,81577430181.4074,75173794497.0321,77860932151.8471,70979923960.3742,69736811435.1032,75643459839.6008,99210392857.6116,122964812046.07301,154788024805.808,173605968179.255,179638496278.57397,172389498444.62,218537551220.071,252251992029.442,267122320056.702,278384332694.359,260990299051.17603,242517905161.727,247027912574.30103,
Colombia,4040948153.7302203,4552914000.0,4968603735.58222,4838841455.55556,5992169466.66667,5790247619.047621,5452762962.96296,5727195020.23203,5918455409.8099,6405427873.70755,7198360460.198871,7820380970.53674,8671358732.68486,10315760000.3394,12370029583.6419,13098633901.8673,15341403660.4698,19470960619.1297,23263511958.0509,27940411250.2732,33400735644.0481,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894411351.983,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,40274204595.2296,41239551378.2482,49279585355.0948,55802538219.0264,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99886577330.7271,98203546156.3102,97933391976.08301,94684584162.77301,117074863821.85,146566264837.014,162590146096.414,207416494642.379,243982437870.84,233821670544.258,287018184637.529,335415156702.18604,369659700375.52,380191881860.372,378195716714.266,291519591532.951,282462548889.26,
Costa Rica,507513829.994855,490325181.614275,479180824.348506,511902136.80997306,542578367.242598,592981162.264151,647305630.188679,699456618.867925,773841494.3396231,853630203.773585,984830158.490566,1077152902.29104,1238251695.55388,1528916185.23199,1666544754.09836,1960863465.5776,2412555425.90432,3072427012.8354697,3523208809.8016295,4035519323.22054,4831447001.166861,2623807074.2948,2606621255.01581,3976453966.7398295,4593908718.761721,4796628461.38614,5477895474.91039,5841132961.60586,6063759370.629371,6866402028.10997,7403457319.2047205,7168999428.244709,8528593084.487491,9537297507.16915,10432619390.3609,11513472693.8707,11618286553.3677,12552071367.1539,13617405420.1174,14195623424.811,14949514585.1585,15913363335.0564,16504795453.2822,17195867540.353,18529767934.4743,19952156474.8454,22600431878.0024,26743874286.8514,30612932802.8991,30562361123.0307,37268635287.0856,42262697840.385,46473128285.5589,49745088111.6953,50656002895.8763,54840103850.265,57435507212.256,
Cuba,,,,,,,,,,,5693005200.0,6914658400.0,8135150891.92025,9987709650.18094,11405957317.0732,13027415243.9024,13789579902.5579,14206158674.6988,17844705324.6753,19584443287.6712,19912889861.1111,20150254096.3855,20953510235.2941,22204940512.2235,24039383608.4235,22920490774.102,24226574634.0293,25213935012.0819,27458999472.2955,27023468665.8977,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017300000.0,25366200000.0,25736331247.1786,28364615241.6894,30565400000.0,31682400000.0,33590500000.0,35901200000.0,38203000000.0,42643836074.8,52742800000.0,58603900000.0,60806300000.0,62080000000.0,64328000000.0,68990000000.0,73141000000.0,77148000000.0,80656100000.0,87132800000.0,,
Dominica,,,,,,,,,,,,,,,,,,36370370.370370395,45170370.370370395,44296296.2962963,59100000.0,66218518.51851851,72051851.85185179,79925925.92592591,89848148.14814809,98585185.18518521,112074074.074074,126348148.148148,143766666.66666698,153374074.074074,166322222.222222,180437037.03703701,191759259.25925902,200418518.51851898,215459259.25925902,224037037.03703701,236444444.444444,245781481.48148102,258440740.740741,267740740.740741,335845814.814815,343119370.37037003,337695740.740741,350091222.22222203,374771481.481481,370370370.37037003,390370370.37037003,421375851.851852,458190185.18518496,489074333.333333,493824407.40740705,500988407.40740705,485905592.59259295,508447148.14814806,528178703.703704,517218962.962963,525424630.0,
Dominican Republic,672399700.0,654100200.0,824100000.0,940799900.0,1025599900.0,888100000.0,983900000.0,1034800000.0,1079100000.0,1230500000.0,1485400100.0,1666400000.0,1987300000.0,2344699900.0,2925600000.0,3599300100.0,3951399900.0,4587100200.0,4774400000.0,5498800100.0,6631000100.0,7266999800.0,7964000300.0,8622000100.0,10330399700.0,5044592912.6775,6122197810.1435795,5826987203.495629,5374315190.18405,6686592728.70663,7073674721.12418,9724402004.34906,11277676879.9612,12976408000.0,14511134920.6349,16358496124.031,18131813000.6281,19593869595.0191,21171523985.0642,21709726722.118,23996063503.0497,24892521236.9553,26571620978.7885,21277165885.6865,22039232609.9553,34004033803.9438,35952845582.5029,44169678153.1566,48288967303.4896,48376555305.6902,53954579003.5277,57746684847.0898,60613645121.3529,61965942056.6828,65231032303.2418,68102618092.1031,71583553488.0804,
Ecuador,1010325138.03016,979108806.848646,958598195.033967,1038389642.3141801,1156150890.06133,2387048255.4517303,2429309513.80854,2553596091.82258,2582180794.1855,3112166848.3004,2862504169.99893,2754220263.02528,3185987234.84089,3891755551.9413795,6599259420.99605,7731677256.80982,9091924304.83477,11026346589.5011,11922502170.6405,14175166007.5774,17881514682.8784,21810767209.3695,19929853574.6095,17152483214.3536,16912515183.2783,17149094589.9827,15314143988.0621,13945431882.2271,13051886552.3377,13890828707.6493,15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000.0,28548945000.0,32432859000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,102292260000.0,100176808000.0,97802211000.0,
Grenada,,,,,,,,,,,,,,,,,,71494495.18518521,88322386.2962963,102244362.222222,110900457.03703701,115651918.88888898,125435590.0,131803552.222222,145533310.74074098,167728455.18518502,187589522.59259298,215009569.62963,236357523.703704,267327642.22222203,278098762.962963,300757900.0,310160455.92592597,309812192.962963,325111808.148148,342172523.703704,366911440.37037003,392190585.92592597,445903598.88888896,482009371.48148096,520044370.37037003,520444185.18518496,540336925.925926,591018407.407407,599118592.592593,695370296.296296,698518518.518518,758518518.518518,825925925.925926,771278111.111111,771015888.888889,778648666.666667,799882148.1481481,842571333.333333,911481481.4814811,984074074.074074,1016208194.8148099,
Guatemala,1043599900.0,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652086.95652,7231963515.9817295,7084399840.0,7841602824.42748,8410724360.79546,7650125217.35253,9406097735.091171,10440842165.3193,11399942453.0646,12983235568.2292,14655487455.7333,15674852771.1356,17790095900.9809,19395461989.5391,18318512501.0256,19288926545.3759,18702802394.8286,20776669466.6053,21917706490.5299,23965275995.7214,27211377225.2715,30231249362.0604,34113107085.6085,39136893345.1501,37733994976.4137,41338595380.8159,47654841112.8523,50388454861.1111,53851058955.2999,58722323918.1604,63767597193.9175,68763255963.8943,
Guyana,170215248.206265,185848451.26290601,194948375.43020502,175756868.692761,194773376.888526,213235294.117647,228705882.352941,250176470.58823502,229750000.0,249300000.0,267800000.0,282050000.0,285380952.380952,307047619.047619,433954545.454545,494791666.666667,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.1428571,482000000.0,489333333.333333,437631605.263158,453488372.09302306,504651139.534884,354591846.938775,413799990.0,379779389.70588195,396582263.291139,336708419.499106,368281378.896883,442273433.17972404,540874934.201012,621626785.915493,705406001.424501,749138009.564539,717530683.169567,694754988.258295,712667896.727512,696281471.678532,722460886.371384,741929342.788749,785918769.5876349,824880550.343965,1458446872.26976,1740334781.83731,1922598121.2306602,2025565089.48272,2259288396.24467,2576602497.3347898,2851154075.95385,2990006533.7774897,3077086275.94585,3179104116.22276,3446266343.82567,
Honduras,335650000.0,356200000.0,387750000.0,410200000.0,457000000.0,508650000.0,549950000.0,598100000.0,646800000.0,668000050.0,723000000.0,731000000.0,802999950.0,912499950.0,1034500000.0,1124000000.0,1347999950.0,1669499950.0,1929499950.0,2251499950.0,2566000050.0,2819500000.0,2903500050.0,3076999950.0,3319000000.0,3639499950.0,3808500050.0,4152499950.0,3970386266.0944204,3563448310.3448296,3048881322.9572,3068444711.94538,3419487440.65916,3481990761.3449802,3432356578.82219,3911053180.39625,4034037162.16216,4663193916.349811,5202215657.31167,5372543554.00697,7103529494.374121,7565869927.73763,7775078402.92785,8140271080.5604,8772194250.27021,9672035709.39793,10841742347.7968,12275501784.2971,13789715132.501999,14587496229.1811,15839344591.9842,17710275997.4437,18528554861.015,18499729063.3889,19756533658.1136,20844308600.8656,21516915352.6217,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473562850.25798,2257129873.66261,1878253818.07845,2167569095.1174603,2813313281.80715,2907517543.3645,3338949151.59927,3723903723.63772,4153725966.8767705,3953839593.7842703,3596448035.44747,3472194099.40131,2960306120.93557,3537721020.4115796,4310356252.83669,4756204069.61876,5885321655.91684,6548530572.35291,6584649419.28348,6622541528.56888,7516834160.25277,7890216507.68913,8452509315.87722,8776360623.298979,8724656126.498491,8022638721.92013,
Jamaica,699050678.98642,748028839.423211,777712445.7510849,826690466.190676,897931401.3719721,972140557.188856,1096738065.2387,1148025407.34604,1083883355.33421,1191287651.50606,1404776071.04284,1539865513.92891,1875048859.93485,1905917553.19149,2375096249.03751,2860411285.88714,2966010229.8977,3249697393.02607,2644449232.29321,2425033998.18676,2679409453.23903,2979061412.3722897,3293533288.42483,3619294120.6914396,2373566957.49214,2100223149.7139602,2754566176.20212,3286987551.71597,3828310734.97795,4404970058.83786,4592224067.37194,4071219198.0360103,3530892749.0213103,4859766160.892071,4907861405.8275795,5779285207.92079,6504445801.342279,7450324787.383841,8718300136.42565,8795765306.12245,8929375580.315691,9087918836.80556,9694161516.27524,9399452787.8474,10150978154.5484,11204416000.0,11905525197.3285,12824094989.8639,13678551837.6303,12038998756.9217,13192229343.0991,14440457548.68,14802430172.5391,14276559215.7309,13897561173.4853,14261995113.6721,14027151472.7053,
Mexico,13056168000.0,14153952000.0,15221056000.0,16936336000.0,20070136000.0,21829712000.0,24337232000.0,26556376000.0,29363632000.0,32515752000.0,35541712000.0,39200880000.0,45178120000.0,55271304000.0,71976544000.0,88003984000.0,89023915584.4156,81825783185.8407,102517451754.386,134540324561.404,194356826086.957,250083020408.163,173720851063.83,148866910907.577,175632157330.155,184473106267.03,129440194508.009,140263679436.947,183144268180.018,222977035953.68698,262709776007.964,314453890803.074,363609256195.677,503962832199.255,527318753518.414,343792792161.261,397404140458.45703,480554644187.66205,502010250656.743,579459682649.2621,683647965226.955,724703603502.3491,741559509631.317,713284231624.803,770267585947.1909,866345821213.261,965281191371.8441,1043471321169.09,1101275278668.79,894948748436.7479,1051128603513.77,1171187519660.64,1186598324461.82,1261981728468.52,1298398654278.73,1151037122909.08,1045998068645.15,
Nicaragua,223854666.66666698,240524723.428571,265291588.66666698,292916241.14285696,341973758.85714304,566542872.3571429,606671444.0,657171436.7142861,695899980.428571,747971449.571429,776585681.071429,826571413.428571,880842890.0714289,1093571441.5,1520900045.14286,1590428522.64286,1847871371.71429,2239857060.57143,2142128603.78571,1527852635.63158,2189347367.52632,2448290109.65,2465165179.69565,2743341724.08333,3105517091.4137897,2683816288.7907,2885710608.8808,3851213727.6785703,2630904261.83247,1013184745.70715,1009455476.0558301,1488804123.71134,1792800000.0,1756454248.36601,3863185119.0476203,4140470000.0,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763671610.70006,7423377429.05927,8496965842.2767,8298695144.915071,8758622328.66962,9774316692.15985,10532001129.67,10982972256.3787,11880438824.4494,12747741539.7259,13230844686.858,
Panama,537147100.0,599026300.0,652120900.0,722784500.0,776137500.0,852485300.0,928833000.0,1034376400.0,1112791100.0,1221305700.0,1351006400.0,1523917200.0,1673411700.0,1913793400.0,2188307600.0,2435304100.0,2588106000.0,2738261900.0,3244558600.0,3704551600.0,4614086400.0,5222421500.0,5769767900.0,5923755900.0,6183387100.0,6541517100.0,6797834200.0,6827665300.0,5902783400.0,5918469800.0,6433967000.0,7074675500.0,8042337700.0,8782585400.0,9365289800.0,9573813700.0,9870494000.0,10677286100.0,11575486400.0,12130252200.0,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,20958000000.0,24522200000.0,26593500000.0,28917200000.0,34373820500.0,39954761200.0,44856189500.0,49165773100.0,52132289700.0,55187700000.0,
Peru,2571908062.07692,2899654840.3656697,3286773187.87687,3600957771.15299,4356913870.23508,5166861068.421639,6113607728.15672,6204253758.57616,5736083835.224811,6420909789.63824,7432223176.77261,8289582883.50129,9189413409.01292,10994381894.7984,13858441211.2196,16877163792.1284,15947709379.6507,14620386673.8544,12495779622.071001,15962459447.2168,18134029179.6393,21649137620.3055,21793496819.3379,17345624453.6916,17599660054.286,16548827018.2872,15244232957.876001,20702298396.9717,15439408447.2288,22499559086.0343,26410386669.3609,34672122380.7687,36139225287.9079,35158109999.4973,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.882996,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.606,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201217661645.50897,201049665375.132,189212096470.293,192093512185.01102,
Paraguay,,,,,,400129691.269841,421700442.063492,451524124.603175,477012512.698413,512728946.031746,548758098.412698,609047284.920635,697291727.777778,889357059.5238099,1199618980.15873,1351889403.1746,1540820245.2381,1912353339.68254,2350329157.14286,3135123879.36508,4094810488.0952396,5219516810.31746,5067450002.205879,5237432542.46575,4067222369.3065205,2966234106.1946898,3439716561.65443,3778316380.2395205,4082625952.73809,4599970618.44348,5695201563.42495,6984367762.90371,7157424031.06045,7249533620.306141,7870982170.98217,9062131307.88275,9788391732.82899,9965225496.5884,9024567484.2013,8392549702.315109,8195993230.74275,7662595075.90241,6325151760.0669,6588103836.34739,8033877360.41697,8734653809.49561,10646157920.3209,13794910633.8518,18504130752.9922,15929902138.1363,20030528042.9171,25099681460.8943,24595319573.7548,28965906502.2306,30881166852.3116,27282581335.7964,27440632933.5561,
El Salvador,,,,,,877720000.0,929520000.0,976200000.0,1009760100.0,1049400000.0,1132920000.0,1186120000.0,1263720000.0,1442320000.0,1665880000.0,1884120100.0,2328280100.0,2941640100.0,3127960000.0,3463639900.0,3573959900.0,3437200200.0,3399189100.0,3506347800.0,3661683400.0,3800368600.0,3771663200.0,3958045800.0,4189880000.0,4372215300.0,4800900000.0,5311000000.0,5954700000.0,6938000000.0,8085600000.0,9500500000.0,10315500000.0,11134700000.0,12008400000.0,12464700000.0,13134100000.0,13812700000.0,14306700000.0,15046700000.0,15798300000.0,17093800000.0,18550700000.0,20104900000.0,21430950000.0,20661030000.0,21418330000.0,23139040000.0,23813600000.0,24350930000.0,25054230000.0,26052340000.0,26797470000.0,
Suriname,93850000.0,98400000.0,103500000.0,110000000.0,120850000.0,138650000.0,171100000.0,198450000.0,220600000.0,233450000.0,247150000.0,270650000.0,287600000.0,305300000.0,368600000.0,465000000.0,505500000.0,641000000.0,735500000.0,783000000.0,794900000.0,889050000.0,915150000.0,883600000.0,864150000.0,873250000.0,891000000.0,979850000.0,1160900000.0,542520000.0,388300000.0,448300000.0,404600000.0,428794117.64705896,605492537.313433,693970588.235294,860630922.693267,929607500.0,945000000.0,885444186.0465119,892164393.939394,763465550.458716,1078402127.65957,1271196078.43137,1484092538.4052699,1793754804.7003698,2626380435.17877,2936612021.8579197,3532969034.60838,3875409836.0655704,4368398047.64333,4422276621.787029,4980000000.0,5145757575.75758,5240606060.60606,4878731707.26948,3620699735.1962,
Trinidad and Tobago,535670127.748935,584961208.656595,619319197.340022,678235373.038558,711893367.5552701,736568861.9261509,723735635.536371,761981474.023359,758899950.0,779200000.0,821850000.0,896754316.6742619,1083381044.0847301,1308799458.96284,2042031901.42217,2442667573.04821,2500410583.79177,3138666666.66667,3562333458.3333297,4602416625.0,6235833333.33333,6992083333.33333,8140416666.66667,7763750000.0,7757083333.33333,7375918367.346941,4794444444.44444,4797777777.77778,4496852073.46896,4323058823.52941,5068000000.0,5307905882.35294,5439552941.176471,4669488516.37981,4947205860.01451,5329214163.22001,5759537726.26601,5737751331.63779,6043694330.21609,6808982520.75759,8154338232.95978,8824873259.32105,9008273720.93395,11305459802.0683,13280275123.0354,15982282462.3786,18369070085.3888,21642304045.512,27870257894.2347,19175196445.7936,22157948396.2042,25433011405.3017,25694164489.2373,26436221401.2976,26175906133.4665,23559287483.9276,20989155539.8436,
Uruguay,1242289212.04285,1547388812.8996902,1710004464.4089699,1539681533.63786,1975701727.50862,1890769326.1422102,1809183974.5266898,1597721080.0099099,1593675330.16467,2004435483.87097,2137096774.19355,2807258064.51613,2189418001.37898,3964295672.52444,4090209681.97172,3538283322.07726,3667161241.4837203,4114667062.6491704,4910257282.93153,7181185277.986509,10163020115.7344,11048335541.4933,9178802162.6616,5102281255.99986,4850241442.17643,4732017873.38369,5880112788.409471,7367494080.400141,8213515458.511391,8438951476.066441,9298839655.23139,11206193313.0458,12878157305.7481,15002144584.3663,17474578502.4346,19297663096.5506,20515465834.0682,23969746849.9221,25385928198.3212,23983945190.6202,22823255801.8447,20898788416.6348,13606494599.4261,12045631092.5353,13686329890.1191,17362857683.8545,19579457966.0538,23410572621.532997,30366213095.4256,31660911290.3226,40284481661.8726,47962439293.3697,51264390121.4144,57531233350.9101,57236013077.5187,53274304214.8174,52419720713.7316,
